split_type,heldout,model,n_train,n_test,n_features,test_R2,test_corr_pred_target,mean_prediction,features
leave_condition,GoL_L64_rho0.20,local_window_delta_loss_gain,15000,1000,3,0.09382398780587609,0.5554645944937672,0.26444984624455725,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.20,fate_core,15000,1000,4,0.0074346330815286965,0.1627306129681758,2.4676817243340574,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,GoL_L64_rho0.20,fate_all,15000,1000,8,0.39084901127626037,0.6260230254314735,0.5189965608579494,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.20,class_counts,15000,1000,15,-0.019815343800583696,0.08931380388740096,2.9633602669921366,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.20,class_losses,15000,1000,15,-0.055371523733603656,0.2647473098247512,5.007690429943917,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.20,class_counts_plus_losses,15000,1000,30,0.38457955672735544,0.6209145289822,-0.07791930463832432,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.25,iso_count,15000,1000,1,-0.0017262365281196512,0.6235964155181286,1.8378731172929743,iso_count
leave_condition,GoL_L64_rho0.25,local_window_loss,15000,1000,1,-0.006927431623858338,0.7437466783115599,3.4945727231752164,iso_local_window_loss_sum
leave_condition,GoL_L64_rho0.25,local_window_delta_loss_gain,15000,1000,3,0.0758020997522022,0.4702794000557332,2.0696487982408844,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.25,fate_core,15000,1000,4,0.006619294659354291,0.18476207197821504,3.473561371434241,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,GoL_L64_rho0.25,fate_all,15000,1000,8,0.3914805502511076,0.628242316108491,1.2263543214261234,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.25,class_counts,15000,1000,15,0.0038062917031246313,0.13979281846798602,2.0645992003642277,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.25,class_losses,15000,1000,15,-0.0035322562486808096,0.34625837086751265,3.761617880239635,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.25,class_counts_plus_losses,15000,1000,30,0.3783027944137869,0.6219648050537495,1.9998382709394908,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.30,iso_count,15000,1000,1,-0.0005140537325631911,0.6462801024343988,1.813033383557025,iso_count
leave_condition,GoL_L64_rho0.30,local_window_loss,15000,1000,1,-0.0021198663194683665,0.7492693871056973,3.4825399604088725,iso_local_window_loss_sum
leave_condition,GoL_L64_rho0.30,local_window_delta_loss_gain,15000,1000,3,0.05606430739023782,0.4554849772761246,4.266347425248032,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.30,fate_core,15000,1000,4,0.0037197235984914867,0.12130540217320182,2.5932730688271524,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,GoL_L64_rho0.30,fate_all,15000,1000,8,0.4071847431778758,0.6381542114001915,0.0018111309491505097,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.30,class_counts,15000,1000,15,0.0143811743567267,0.1873965131607497,1.3898242455519116,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.30,class_losses,15000,1000,15,0.014766481447605062,0.36487443332863984,2.9053762536838503,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.30,class_counts_plus_losses,15000,1000,30,0.3975326595202341,0.6320817178385147,0.9741404252835812,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.35,iso_count,15000,1000,1,-0.001210238968616606,0.6100205427542137,1.9119206235902508,iso_count
leave_condition,GoL_L64_rho0.35,local_window_loss,15000,1000,1,-0.005016342209975377,0.723351989749935,3.713856567219632,iso_local_window_loss_sum
leave_condition,GoL_L64_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.02377276397612893,0.4312156001584522,6.319816209697537,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.35,fate_core,15000,1000,4,0.043707456153142754,0.2507049897259139,0.5503946560393711,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,GoL_L64_rho0.35,fate_all,15000,1000,8,0.40338129849611204,0.6372148785326939,0.6340842519534956,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,GoL_L64_rho0.35,class_counts,15000,1000,15,0.009006590547637638,0.12909877927192273,1.0632782549454014,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,GoL_L64_rho0.35,class_losses,15000,1000,15,0.010969321317271796,0.29841685878127666,2.8625853699649917,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,GoL_L64_rho0.35,class_counts_plus_losses,15000,1000,30,0.3873128709176282,0.6269381808675936,0.5864636356992007,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.20,iso_count,15000,1000,1,0.003934534659309374,0.5736040986655773,-1.411793123936972,iso_count
leave_condition,HighLife_L128_rho0.20,local_window_loss,15000,1000,1,0.01194794139652433,0.7118591656490417,-2.9840706347838433,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.20,local_window_delta_loss_gain,15000,1000,3,-0.1379922886651168,0.5392904268263606,-17.796212284912315,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.20,fate_core,15000,1000,4,0.03191603322200043,0.18304451305157277,0.001742280127079141,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.20,fate_all,15000,1000,8,0.36719552346398887,0.6074924735725078,1.3458440773383982,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.20,class_counts,15000,1000,15,-0.0018036547069639752,0.09021834494602192,3.357819530347507,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.20,class_losses,15000,1000,15,0.012302734127246584,0.23801871035502445,2.6359084030034765,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.20,class_counts_plus_losses,15000,1000,30,0.354580211498841,0.6028644933581558,-2.5337106323359624,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.25,iso_count,15000,1000,1,0.002616105668539759,0.5722609718889506,-1.9858565699592303,iso_count
leave_condition,HighLife_L128_rho0.25,local_window_loss,15000,1000,1,0.009417896915841939,0.7197875784744624,-3.888494024302095,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.25,local_window_delta_loss_gain,15000,1000,3,0.04378660763220765,0.4584883426014103,-8.721381942649975,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.25,fate_core,15000,1000,4,0.019307107902174825,0.15226380431270725,2.590415728518715,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.25,fate_all,15000,1000,8,0.40269882399529966,0.6402690955929892,-3.2493851251287915,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.25,class_counts,15000,1000,15,0.014256289611978779,0.15166781973837834,-0.6324967762971713,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.25,class_losses,15000,1000,15,0.02485596090523645,0.3967061938588877,-2.72582386567247,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.25,class_counts_plus_losses,15000,1000,30,0.39648415309284035,0.6317361658365119,-0.27078144412926214,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.30,iso_count,15000,1000,1,0.0028535151625536104,0.61268551066109,-1.9829845123954275,iso_count
leave_condition,HighLife_L128_rho0.30,local_window_loss,15000,1000,1,0.011070597846532526,0.7463296247742899,-3.6552453569365957,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.30,local_window_delta_loss_gain,15000,1000,3,0.07932774490473993,0.44968192908982996,1.46558655300312,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.30,fate_core,15000,1000,4,0.034573942531587964,0.20614913583973057,-0.8864142667617938,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.30,fate_all,15000,1000,8,0.4412498439634609,0.6664566534314194,-1.9918985479098446,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.30,class_counts,15000,1000,15,0.008239179753737003,0.15095128533075505,-3.479457360388007,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.30,class_losses,15000,1000,15,0.015466529286938147,0.39408687125608627,-5.852607341127947,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.30,class_counts_plus_losses,15000,1000,30,0.4286796998992001,0.6557122366941904,0.7499220336860248,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.35,iso_count,15000,1000,1,0.0030765110623585112,0.6087146771558756,-1.6235464632683914,iso_count
leave_condition,HighLife_L128_rho0.35,local_window_loss,15000,1000,1,0.011615528617512139,0.7167159874545638,-2.813958824164262,iso_local_window_loss_sum
leave_condition,HighLife_L128_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.017058426375804125,0.40912886075768845,13.515466352401285,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.35,fate_core,15000,1000,4,0.0021051980185907704,0.24517456351970923,-10.879855636814545,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L128_rho0.35,fate_all,15000,1000,8,0.40103022976851244,0.6463676020643992,6.170775899074362,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L128_rho0.35,class_counts,15000,1000,15,0.007416877747019046,0.21403619762495313,-5.632024161654728,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L128_rho0.35,class_losses,15000,1000,15,0.010343772393861528,0.3746708821807025,-7.264699810681765,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L128_rho0.35,class_counts_plus_losses,15000,1000,30,0.4035914399010052,0.6401659972153344,1.0090187030614077,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.20,iso_count,15000,1000,1,-0.007083492021568993,0.5777773738677277,2.016068242243729,iso_count
leave_condition,HighLife_L64_rho0.20,local_window_loss,15000,1000,1,-0.02625001333931043,0.7092492310715178,3.785755729040908,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.20,local_window_delta_loss_gain,15000,1000,3,0.09036226202881814,0.5233798432652537,0.37900955162439426,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.20,fate_core,15000,1000,4,-0.0001447667475462655,0.14570885672948738,2.5643076820154045,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.20,fate_all,15000,1000,8,0.3075033715309946,0.5724221274945842,2.129732464609021,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.20,class_counts,15000,1000,15,-0.016756960059461257,0.1291261428013481,2.9880944188380143,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.20,class_losses,15000,1000,15,-0.06330771796352241,0.2474261883754273,5.064394964279582,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.20,class_counts_plus_losses,15000,1000,30,0.3031722993598379,0.5702323496817779,1.6248684813982794,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.25,iso_count,15000,1000,1,-0.0017534154001517255,0.6169290726820772,1.850640151119131,iso_count
leave_condition,HighLife_L64_rho0.25,local_window_loss,15000,1000,1,-0.006930907980134071,0.7370342556259663,3.518464453433063,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.25,local_window_delta_loss_gain,15000,1000,3,0.08302794950913595,0.4846033850459817,2.2887285219706444,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.25,fate_core,15000,1000,4,0.006407027327294701,0.18308902448114825,3.4167547679349792,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.25,fate_all,15000,1000,8,0.4059464845953724,0.639651345400875,1.1752950787949423,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.25,class_counts,15000,1000,15,0.009933707316565954,0.21044573300649885,2.1975556340635083,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.25,class_losses,15000,1000,15,0.0029671274093669986,0.4231316839458647,3.8000016864828394,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.25,class_counts_plus_losses,15000,1000,30,0.38917253160108467,0.6305714562765903,1.8707299049882558,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.30,iso_count,15000,1000,1,-0.0005227840702246578,0.6217017324374623,1.8117808214645907,iso_count
leave_condition,HighLife_L64_rho0.30,local_window_loss,15000,1000,1,-0.0023584324277210467,0.7455316031704134,3.4823615889162784,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.30,local_window_delta_loss_gain,15000,1000,3,0.06019399496377542,0.4865154701957066,4.513870687309567,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.30,fate_core,15000,1000,4,0.01498686881504896,0.16198694572198166,2.4330998721191377,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.30,fate_all,15000,1000,8,0.4076693534225171,0.638553078640965,0.03450356521752201,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.30,class_counts,15000,1000,15,0.009007057547307018,0.13824141939570406,1.330151291474464,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.30,class_losses,15000,1000,15,0.012435979767378313,0.3559420031162789,2.892870582376344,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.30,class_counts_plus_losses,15000,1000,30,0.39587478309603474,0.6303855151920678,0.701390373368969,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.35,iso_count,15000,1000,1,-0.0014905408377328122,0.5826273644868485,1.9167747077888273,iso_count
leave_condition,HighLife_L64_rho0.35,local_window_loss,15000,1000,1,-0.00573876965952147,0.6990917066511209,3.74384805686983,iso_local_window_loss_sum
leave_condition,HighLife_L64_rho0.35,local_window_delta_loss_gain,15000,1000,3,0.01412192399806611,0.45880478604174985,7.303865765598815,"iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.35,fate_core,15000,1000,4,0.040154232568701986,0.2372085154446915,0.5434659970050787,"iso_die,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any"
leave_condition,HighLife_L64_rho0.35,fate_all,15000,1000,8,0.3843872924252626,0.6297792760033197,2.801916467461648,"iso_die,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum"
leave_condition,HighLife_L64_rho0.35,class_counts,15000,1000,15,0.01301963211774504,0.15965612983673483,0.9697972279168857,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count"
leave_condition,HighLife_L64_rho0.35,class_losses,15000,1000,15,0.01308767642490627,0.3262484552067742,2.767868533390986,"class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
leave_condition,HighLife_L64_rho0.35,class_counts_plus_losses,15000,1000,30,0.37010659608030116,0.6149964832879559,2.0413723154298364,"class_01_count,class_02_count,class_03_count,class_04_count,class_05_count,class_06_count,class_07_count,class_08_count,class_09_count,class_10_count,class_11_count,class_12_count,class_13_count,class_14_count,class_15_count,class_01_loss,class_02_loss,class_03_loss,class_04_loss,class_05_loss,class_06_loss,class_07_loss,class_08_loss,class_09_loss,class_10_loss,class_11_loss,class_12_loss,class_13_loss,class_14_loss,class_15_loss"
