condition_id,rule,L,rho,horizon,n,real_R2,real_R2_ci_low,real_R2_ci_high,real_slope_raw,real_slope_raw_ci_low,real_slope_raw_ci_high,iso_shuffle_R2,iso_shuffle_R2_ci_low,iso_shuffle_R2_ci_high,iso_shuffle_slope_raw,iso_shuffle_slope_raw_ci_low,iso_shuffle_slope_raw_ci_high,target_shuffle_R2,target_shuffle_R2_ci_low,target_shuffle_R2_ci_high,target_shuffle_slope_raw,target_shuffle_slope_raw_ci_low,target_shuffle_slope_raw_ci_high
HighLife_L128_rho0.20,HighLife,128,0.2,1,1000,0.3290216620059492,0.2879262082896816,0.3705571559894372,-0.6139537073516848,-0.655983455777354,-0.5651115956695879,2.0176143372241384e-05,2.897579692848207e-06,0.004811264431535133,-0.004807756436464242,-0.06710014757995607,0.06592063475759631,0.008245870691294788,1.0470702700521307e-06,0.003902297837086422,0.09741280122066417,-0.059713516929894676,0.06364248018076102
HighLife_L128_rho0.20,HighLife,128,0.2,5,1000,0.21114866254926945,0.17093266181424585,0.2592435567317153,-0.5908408389413504,-0.6713686655746695,-0.5249901224445975,9.006489733021095e-05,1.0504178215520189e-06,0.005020924506609807,-0.012202648958765591,-0.08031238353893054,0.08426815504353259,0.0023323097800770354,7.603022843721831e-07,0.0046985630806859625,-0.06238416631854816,-0.07911682162360034,0.07502930615157581
HighLife_L128_rho0.20,HighLife,128,0.2,10,1000,0.17754549980222611,0.1434299701927327,0.22094426954283553,-0.5828758548500573,-0.6648594706746613,-0.5138597406158449,7.807745894261586e-09,7.353447896873978e-07,0.004925573224678184,0.00012223176001429487,-0.0825589997721764,0.09420499099451864,0.0009433802315060857,2.1871483747326616e-06,0.004067927863045922,-0.042480385166814065,-0.08941213454955009,0.07449433200086887
HighLife_L128_rho0.20,HighLife,128,0.2,25,1000,0.1386458973964182,0.10830680096638466,0.1776354625472728,-0.5477139318474138,-0.6273016385866996,-0.47566545953807143,0.00012833516674914947,1.2776151811888515e-06,0.004751923498250523,-0.016663764372141013,-0.0896345554095194,0.08780314117627168,1.441442926652936e-05,3.270545640893241e-07,0.004747745244397675,0.005587570762915795,-0.08546678325592501,0.08928143136368062
HighLife_L128_rho0.20,HighLife,128,0.2,50,1000,0.1300187002137443,0.09818380679997281,0.16426930627356573,-0.5708027174244362,-0.6612943289263781,-0.4931135377379282,0.001111024394401916,6.686338280742499e-07,0.003987004543985915,-0.052764875687420026,-0.09794959308280932,0.08810304146610456,0.0006419458751780738,3.8122959468978037e-07,0.004020760363263698,-0.04036696600426769,-0.0938768489238582,0.08836827293689081
HighLife_L128_rho0.20,HighLife,128,0.2,100,1000,0.12513244868029016,0.08773906409968812,0.16594292251218695,-0.5779484368709454,-0.6723313962349162,-0.4779591015696497,0.00012042400636946837,9.779885055849482e-07,0.00590083799564113,-0.01792918950801439,-0.10628700714665765,0.10817181022124653,0.0003054867436919073,2.1383594346058302e-07,0.00484215962114764,0.028981195019183958,-0.09764933809794632,0.10480510663023289
HighLife_L128_rho0.20,HighLife,128,0.2,200,1000,0.11219618330597436,0.08256995625029387,0.148437383712108,-0.5849110101640229,-0.6775450911466748,-0.4876013971099484,0.0006236340572707277,8.859085786100395e-07,0.005675353945656259,0.04360794959116281,-0.12034765306460685,0.09635576898097242,8.844693502541023e-05,1.9328108692207024e-06,0.0036801089165008375,-0.016894801564694945,-0.10456823532389856,0.08988564832936088
HighLife_L128_rho0.25,HighLife,128,0.25,1,1000,0.32748261994728634,0.2808675708854855,0.3696563882692713,-0.7026239235988362,-0.7584310209082444,-0.6398842931193096,0.0018287806073562507,1.0512762308123592e-06,0.005411172489490498,-0.05250608154997734,-0.08201840002345633,0.07484970781915656,0.0007148857481568127,2.7370229709056115e-07,0.0046403422539580946,-0.033348705913946466,-0.07746808756961647,0.07102144200565282
HighLife_L128_rho0.25,HighLife,128,0.25,5,1000,0.2735527163804138,0.22693120518034857,0.32213161983726385,-0.6813060832832467,-0.7510621851816626,-0.6159202243058519,0.00014546476099919214,4.9168161989382455e-06,0.004612295532493565,0.015710885001418012,-0.07149245769716525,0.08520309304599254,1.4203938392132187e-07,8.462733483399765e-07,0.004402908595004209,-0.0004999989831723416,-0.0704587590120601,0.07915255177850289
HighLife_L128_rho0.25,HighLife,128,0.25,10,1000,0.23088924779176434,0.19106404356735343,0.27980341542857834,-0.6648559021044348,-0.7360373117265678,-0.5943691846715725,0.003134895420509376,1.5472067950050851e-06,0.0039548177226169795,0.0774706505187701,-0.08440392610875498,0.07911826411824516,0.002772388433086026,8.725349534360883e-07,0.004595466535145597,-0.0733475297103266,-0.08171320168299766,0.09019759448392722
HighLife_L128_rho0.25,HighLife,128,0.25,25,1000,0.229540765845606,0.1868005391808745,0.283736696089183,-0.707011528322378,-0.8000936950744724,-0.6225019063841778,0.0006404553739157715,1.0592915278495597e-06,0.005993802247123318,0.03734573569018571,-0.09928460966006282,0.10513541837996442,9.709488086662166e-05,5.111154127740437e-07,0.005742275460666632,0.014546608752749081,-0.08613786565623231,0.09873218191674658
HighLife_L128_rho0.25,HighLife,128,0.25,50,1000,0.16123913770772813,0.1257620753322109,0.20731446968622347,-0.6267165785341522,-0.7113825274536857,-0.5471975680865988,8.317891385811738e-05,1.23243135030926e-06,0.004123789838863237,0.014234511654395671,-0.08213761217341349,0.0921111769932535,0.0027865890372512636,4.154966400271576e-07,0.0047624649483978,0.08237774164543825,-0.1044303949022329,0.09741382718228483
HighLife_L128_rho0.25,HighLife,128,0.25,100,1000,0.15778756111798498,0.12026876213048387,0.19978175641350177,-0.6595431759962523,-0.7487596518763058,-0.5727446150672809,0.0005550112012350228,1.754450907653915e-06,0.004180305816867769,-0.03911629597660744,-0.10434351642330167,0.096186139753359,0.0018589397593656853,9.42273045961839e-07,0.005286179858584424,0.07158118007500316,-0.12197544016266015,0.08795626688714267
HighLife_L128_rho0.25,HighLife,128,0.25,200,1000,0.12554148845879776,0.09329579084936698,0.17303564716979616,-0.6088533115091938,-0.7111512336219227,-0.507786571231026,0.0007895019480861354,7.794748562217625e-07,0.004554020882060999,-0.04828315477298936,-0.09393809242822171,0.10002555745071162,0.0008582888828376767,2.2729217340755614e-06,0.004678880174223121,0.0503686343491951,-0.10188981657536146,0.10924781473837876
HighLife_L128_rho0.30,HighLife,128,0.3,1,1000,0.37538353497404087,0.32960435562341006,0.42343880807735307,-0.8600704845029308,-0.93489308867177,-0.7909111574441593,0.003677887346543618,1.9092889824212648e-06,0.004466799895656441,0.08513255065691526,-0.09011132565662353,0.08489184548341132,0.00022093236885178946,1.9844110279276797e-06,0.005610609222842458,-0.022202242294106486,-0.08715339846414029,0.10751162506735279
HighLife_L128_rho0.30,HighLife,128,0.3,5,1000,0.3326067116529584,0.2872863693956097,0.3811017897505843,-0.7831869646599009,-0.8557573805521068,-0.7113097070427181,0.00041454994730516503,2.1286314613178105e-06,0.005177773887213768,-0.02764956978859062,-0.08722542169039119,0.08242175540951331,0.00025230280641341807,5.879637174049935e-07,0.004060066143003341,-0.022156062592423496,-0.08199256457329487,0.07704618002879418
HighLife_L128_rho0.30,HighLife,128,0.3,10,1000,0.28719668482393423,0.23890989828136022,0.3288349605944174,-0.7475183040742787,-0.8209677444572459,-0.6660366584605623,1.704045340500393e-06,5.235218904722784e-06,0.004119642053636448,0.0018208438066905782,-0.07572515822431344,0.08766846454227854,0.001963335128530641,2.6259607562667543e-06,0.004187168101856486,0.06320245831055342,-0.08049989485928684,0.09061636004993211
HighLife_L128_rho0.30,HighLife,128,0.3,25,1000,0.28318508521140573,0.2435987035845351,0.3310583559660804,-0.7917271652486311,-0.8668326414076728,-0.720496213900727,0.0032885116643981416,1.6612951494465733e-06,0.005273776128612546,-0.0853178792543924,-0.09556018967899832,0.09267700815286552,4.198063497939941e-06,6.3421624220128e-07,0.005746502206496095,0.0030770433493588615,-0.09665888388891093,0.08531502871591834
HighLife_L128_rho0.30,HighLife,128,0.3,50,1000,0.23985598955157506,0.1942612776475036,0.28372676156946297,-0.7565292170555653,-0.8368579217561432,-0.6731208644901606,0.0025369567041765295,8.606234760205614e-07,0.004129551919360091,-0.07780490001053586,-0.09527540908637772,0.08225419749202265,0.000805276763786611,4.1480579115182893e-07,0.0047113567407392745,0.04426228524116113,-0.09688210693452845,0.09100614746640505
HighLife_L128_rho0.30,HighLife,128,0.3,100,1000,0.16600007082179624,0.1267989738818476,0.2084589640360633,-0.639484344958359,-0.7269961704423025,-0.5554040563458855,3.61054338093858e-07,6.736231958764938e-07,0.0042896302064471415,-0.0009431093797475776,-0.10061324313612537,0.09052731513561053,0.0008102322287829589,2.223242488635924e-07,0.004771595264410033,0.04512073977978567,-0.08647665677378438,0.09543496647992779
HighLife_L128_rho0.30,HighLife,128,0.3,200,1000,0.19990513352101602,0.15185434263424186,0.24879045712913356,-0.7717230276034127,-0.861069551912394,-0.6781120831523787,0.0001291369250299157,3.127191113522221e-06,0.00437555181551223,0.019614385492100865,-0.11059185448147486,0.10435495051487163,2.9969245523120414e-05,2.2340027807904453e-06,0.004995072707166987,-0.009507782371680056,-0.10803309185245982,0.10852521048405052
HighLife_L128_rho0.35,HighLife,128,0.35,1,1000,0.3705335581849818,0.3218531968651997,0.41470621511520167,-0.9062567115686853,-0.9728386615379233,-0.829509795300878,8.636869920852774e-05,4.49132797362417e-06,0.0055035584922462,0.013836162431086412,-0.08856688409411895,0.09756764219173548,0.001410900272668325,6.484842029058637e-07,0.004630162733636368,0.06014471603130051,-0.10036500084661285,0.09161699780597124
HighLife_L128_rho0.35,HighLife,128,0.35,5,1000,0.30385004555246986,0.252563812478956,0.35335250314972366,-0.7801022546557325,-0.8557444280740121,-0.7076951943873966,1.919543580986005e-05,1.2397618016385394e-06,0.004662402893835596,-0.00620041657513566,-0.086407197560967,0.08392332837368291,0.00012953457761588627,2.241120622983872e-06,0.006470362239062276,0.016929292155458797,-0.08158732943518274,0.09598490980222625
HighLife_L128_rho0.35,HighLife,128,0.35,10,1000,0.3154396833317843,0.2718924676070008,0.3605467049141003,-0.8031617221834719,-0.8724895501653723,-0.7312293991713328,0.0002546077295546567,1.3854764941562125e-06,0.004259607900330101,-0.022818160486099158,-0.08620661690633441,0.08602652927113864,0.0005854152235973409,1.2423117468379763e-06,0.005572365411654304,0.03620546796665722,-0.08751436890685939,0.0867085341632524
HighLife_L128_rho0.35,HighLife,128,0.35,25,1000,0.2733693703840445,0.2314481992599459,0.3311845901529553,-0.7640439382005502,-0.852143567860087,-0.6871108951826144,0.0009024538047589514,7.572874847844303e-07,0.004450042459340242,0.04389912847544758,-0.08265822128433936,0.09269506151216443,0.00011099957647386915,1.6201147571281995e-06,0.004464794819386171,0.015919141887327366,-0.08907794301499097,0.0910033996641657
HighLife_L128_rho0.35,HighLife,128,0.35,50,1000,0.2582604441821731,0.21126754705961054,0.3044439299060008,-0.800055235536594,-0.8789080811297024,-0.7250638391860051,0.0028928451211164274,1.7125232760928368e-06,0.005171930955639969,0.08467469015390497,-0.0923748252713573,0.10089079915137072,0.00013396060243997532,8.493477493987102e-07,0.004166130452855791,-0.018876413123703615,-0.092260831603185,0.09184991477764669
HighLife_L128_rho0.35,HighLife,128,0.35,100,1000,0.2134579622717364,0.1725766660929238,0.25844376980945577,-0.791705583240742,-0.8916525892840329,-0.7040812730425985,0.00026103258049636757,3.3498454464486743e-07,0.003919557605928696,-0.027685660336253155,-0.09333174542204463,0.1044153513716869,0.001666748799418416,8.020447563039659e-07,0.004919506804275238,-0.07147218724497192,-0.10736968096997686,0.10550128606279852
HighLife_L128_rho0.35,HighLife,128,0.35,200,1000,0.19898720939319348,0.15242098462076545,0.2447542758059301,-0.7824866400307507,-0.872637573353273,-0.6814637204535253,3.691060339372498e-05,6.031571573583696e-07,0.004680847309414298,0.010657121642611175,-0.10977177800135082,0.1085252052246016,0.0003128494899061751,7.747304616417817e-07,0.00525903228077207,-0.03165377215539404,-0.12081693409614008,0.10436020346026749
HighLife_L64_rho0.20,HighLife,64,0.2,1,1000,0.33382669375348784,0.2951419770349132,0.3813410385631485,-0.6117196048423289,-0.6653198990516,-0.5660296787983389,0.003086569658126037,1.090616112198184e-06,0.00436091629944627,-0.05882066227755044,-0.06717504627670909,0.06177335341440548,0.0020026723170142313,1.0730770717393146e-06,0.0042873822821699985,-0.04760348855508946,-0.06570580418527242,0.061456506481898085
HighLife_L64_rho0.20,HighLife,64,0.2,5,1000,0.18743135472075356,0.15039119395297365,0.22995089365133395,-0.5581784709681137,-0.6287053259318615,-0.494904045855319,0.00014111441745356945,2.0066486435543762e-06,0.004925767551794876,-0.015315728293190193,-0.088670619146107,0.07108754987331177,0.002142700693639088,1.6468448868017794e-06,0.004142084268486672,-0.06035218190513807,-0.08094523207585429,0.07665372024961406
HighLife_L64_rho0.20,HighLife,64,0.2,10,1000,0.1787403907046402,0.14032048608391542,0.21463125787568016,-0.600429643133362,-0.6774271822246526,-0.528184997339884,5.1187006925634826e-05,1.128359048208072e-06,0.004756963017736716,-0.010160864070746269,-0.0857710225180821,0.08762844417802758,3.774695143166085e-05,1.4561096375848015e-06,0.0045425267721302095,0.00874065859384714,-0.08786605113811223,0.0836480305045272
HighLife_L64_rho0.20,HighLife,64,0.2,25,1000,0.13811087655706322,0.10685802864693612,0.17440713819168152,-0.5525479174179949,-0.6337913579263239,-0.4765820927517984,0.00023847405259835863,3.095814648090834e-06,0.005452308595529309,0.022960247837249943,-0.10222398484866421,0.09483621104493563,5.3788383257868944e-05,1.874895180731251e-06,0.004457406111847551,-0.010911313750099527,-0.09716900001526439,0.08705884533669178
HighLife_L64_rho0.20,HighLife,64,0.2,50,1000,0.11894789090254998,0.08795471685753008,0.1599215710900089,-0.5575903585448884,-0.6517209878556867,-0.4761339018024167,9.653096903827763e-05,1.3278874323591205e-06,0.004204843438735449,-0.015884378083399504,-0.09287590785852809,0.08951866973599272,0.002057888913567174,1.6607078958452705e-06,0.004601680831495438,0.07373018986551634,-0.09519750716024564,0.09914822327651394
HighLife_L64_rho0.20,HighLife,64,0.2,100,1000,0.13388463982685872,0.0982174007268881,0.16956734629558207,-0.631605483617708,-0.7214689870599207,-0.5345136853984526,0.00020643308110745995,6.61381222330504e-07,0.004640623968200157,-0.02480105536996328,-0.11334063633052424,0.10476374653987229,0.0011949979546743705,1.1813246488856512e-06,0.004916081813493942,-0.06046155491743402,-0.12107084103463063,0.1065352304390649
HighLife_L64_rho0.20,HighLife,64,0.2,200,1000,0.1268336348513831,0.09332323837511586,0.1663944615157128,-0.645132297784149,-0.7472370156733004,-0.543478327726839,0.0009105519422311081,1.2858895873185677e-06,0.00403289608715155,-0.05466179989852316,-0.10042560833078801,0.10383179007810758,0.0014436518264081544,4.3685223933220834e-06,0.005180797123151736,0.06950996057137947,-0.11564761391077341,0.12193309609878522
HighLife_L64_rho0.25,HighLife,64,0.25,1,1000,0.3806014807203676,0.33227962802407784,0.42507386503791883,-0.7560535015231666,-0.8157524612290892,-0.695123723647116,0.0019279135423587723,2.7126045457348537e-07,0.004591800459793676,0.05380976176840737,-0.07628911695821709,0.07899394033863029,0.0006426039900829794,4.390330979930913e-07,0.005270350178517244,-0.03179820142755902,-0.07492121262314586,0.07658554322495548
HighLife_L64_rho0.25,HighLife,64,0.25,5,1000,0.2379460973058195,0.1976929714466784,0.2835632644789557,-0.604068852120328,-0.6722107266532165,-0.5422601036153116,9.202449231549004e-05,1.1079788668016955e-06,0.0046356437549849696,0.011879519223181064,-0.07069446558353457,0.07540081863884593,2.5212430517784767e-06,1.7611568263464774e-06,0.00580455839198933,-0.0020091470245303953,-0.09224051076166018,0.07347529096058973
HighLife_L64_rho0.25,HighLife,64,0.25,10,1000,0.26772547536170543,0.21412433463912525,0.3105351818481295,-0.705216534959415,-0.7692090924975472,-0.629527377685325,4.659647514704268e-05,1.2101192978258847e-06,0.003649680292048314,0.009303667263607505,-0.07670381081110883,0.07134812313404529,0.0010494456714644773,2.7869707617644852e-06,0.004201186896393631,-0.044663987074822636,-0.08203929846955407,0.07263033488643206
HighLife_L64_rho0.25,HighLife,64,0.25,25,1000,0.22337267745856293,0.18162041856836242,0.26781014111613594,-0.6762423072640342,-0.7458114485735278,-0.6044253143046353,0.003591161874906268,4.251449721631718e-07,0.004769808380968695,-0.08574421006343315,-0.08524138871517555,0.08924784839882742,0.0002268302903589703,2.9686189579047896e-07,0.0049466352727038,0.021605388706209587,-0.08736612879442356,0.08407463628779178
HighLife_L64_rho0.25,HighLife,64,0.25,50,1000,0.21441710746232623,0.17681992634389604,0.26304332572392125,-0.693613938362093,-0.7853634692466059,-0.6174480477501695,0.0004081171285105212,5.147755790357867e-07,0.004383416128560373,0.03026080705687346,-0.09434011680431559,0.08361132130523033,0.00015209705162755327,7.941470849565095e-07,0.005181293541346278,0.018473070747428794,-0.1028171465257711,0.0803614141205848
HighLife_L64_rho0.25,HighLife,64,0.25,100,1000,0.13531460742201007,0.09784385651930126,0.1819698617524164,-0.5901596789859181,-0.6923228734602859,-0.49604309132308294,0.0002641265011941174,2.2565037758048864e-06,0.004104856407801929,-0.0260737311108296,-0.08204005273220974,0.10312862703393777,0.0008392181107493846,2.4555565427630826e-06,0.005205727425291886,-0.04645873085671164,-0.10504482802983717,0.08952542880677447
HighLife_L64_rho0.25,HighLife,64,0.25,200,1000,0.14854315436130172,0.11100016327231244,0.1848912515409252,-0.647610747328108,-0.7351032746080184,-0.5570417050802782,0.0005113518050701149,3.2698213207893467e-07,0.004684661103424066,-0.037996852507130995,-0.10564080649262618,0.10117075448390841,0.0002678902680262052,1.6541696732180756e-06,0.004075106362566941,-0.027485549049393793,-0.099583052356017,0.10096668461872899
HighLife_L64_rho0.30,HighLife,64,0.3,1,1000,0.38651304411574194,0.3392084720565284,0.4249406260980134,-0.8766231560588265,-0.9344718022322102,-0.8172403000256179,0.003839153829282571,8.011442677147152e-07,0.0054097590746838555,-0.08736724032026609,-0.09235478961105152,0.09017604229876908,0.000811855927013716,9.85928027566474e-07,0.0038944144002247263,0.04151537756932544,-0.07704383432623312,0.08331394822102534
HighLife_L64_rho0.30,HighLife,64,0.3,5,1000,0.3220291235078473,0.27465200808355106,0.3695911997746734,-0.7463070499931106,-0.8157358529684564,-0.6841183960163258,9.817763847441707e-05,1.4266755539116272e-06,0.005500021231647969,-0.013030955448760071,-0.09338918935665994,0.08681791167836878,0.00037912559008901336,1.4478878021195743e-06,0.004434011915734905,0.026150004386075378,-0.08128280625792225,0.0791417305319128
HighLife_L64_rho0.30,HighLife,64,0.3,10,1000,0.28968064382887015,0.24590300979163515,0.3394977545516027,-0.7579274612825736,-0.8331043438930379,-0.6887613575541466,0.0027373492216825612,2.768421792975762e-07,0.005458783922782876,-0.0736771821615683,-0.08790003789947448,0.09271059676471605,9.967175658820437e-05,5.516132594141079e-07,0.004872187270803048,-0.014274096258401741,-0.08909967251394584,0.09294661796519589
HighLife_L64_rho0.30,HighLife,64,0.3,25,1000,0.2581766382695653,0.21427547124869614,0.3003273068096804,-0.7460694371482544,-0.8181827059344976,-0.6700118538635697,8.325178697865532e-06,6.434303761931881e-07,0.00448317183482097,0.004236600964936627,-0.08833527361156143,0.08672283659755607,1.4383141322404924e-07,1.3340601123928988e-06,0.0048417223668985095,0.0005631311344847951,-0.08688798251745203,0.09719607267008779
HighLife_L64_rho0.30,HighLife,64,0.3,50,1000,0.2461980853825193,0.1968559158362959,0.29167242193376286,-0.8083536899284262,-0.8844758659220778,-0.7173935266153193,0.00016663104525260763,1.6919862160236225e-06,0.0040982421579842335,-0.021029892311714846,-0.09864249330852073,0.08863177395157636,0.00023889958118616939,1.763642209023919e-06,0.0050535393790256625,0.025352895429742926,-0.10735183265236646,0.09653053357913
HighLife_L64_rho0.30,HighLife,64,0.3,100,1000,0.2384379643193253,0.19646798441119756,0.28845615509709654,-0.8390735445469785,-0.9331124445307754,-0.7487709175575662,0.0005813410367658811,1.661528541113677e-06,0.004593015152178212,0.04143122897857373,-0.09567911051385983,0.11277379419245454,2.942426014806987e-05,2.9738479808694155e-07,0.004774401243897027,0.009343216239920746,-0.1042051527883911,0.10928689803011973
HighLife_L64_rho0.30,HighLife,64,0.3,200,1000,0.21159593857553405,0.1684250720766354,0.2529644416740599,-0.8061909815604124,-0.9027381398100631,-0.7071873552461115,7.6388892830348e-05,3.7366773827762765e-06,0.004183052665144148,0.015317905277243409,-0.10811611427175541,0.10340139108858312,2.038322012254401e-05,2.8726385876365335e-06,0.0050688797557922795,-0.007910419416325297,-0.09828011094478868,0.11702780604366349
HighLife_L64_rho0.35,HighLife,64,0.35,1,1000,0.3394546458488905,0.2956154305403017,0.38233662161010834,-0.942784602660995,-1.0159421031821663,-0.856649491506091,9.690447888677234e-05,1.982785125134723e-06,0.004293367450867915,0.015929183963208898,-0.09577544826138953,0.09775714353052381,0.0002938641369731876,1.26285657041092e-06,0.0043905682826134995,-0.030317423091054094,-0.09798753880415133,0.1028245470920533
HighLife_L64_rho0.35,HighLife,64,0.35,5,1000,0.3267854297644852,0.2801865142473935,0.37185757993945845,-0.8505639228964331,-0.9286752847964865,-0.7706685634972548,0.005507872869886521,1.946248803258444e-06,0.006184953300741881,0.11042504105762202,-0.10829658857301261,0.1025306513790128,0.001948416847146528,1.0277546168668828e-06,0.003943925160979068,0.06959806964220339,-0.08580949300820225,0.08948870857696757
HighLife_L64_rho0.35,HighLife,64,0.35,10,1000,0.2831016145059482,0.23968618683950937,0.32647612323485875,-0.786958789589973,-0.8631582573858348,-0.7075352829890046,0.00022684496943481403,7.073794490913833e-07,0.004764302147969604,0.022276419804962665,-0.09703422829833609,0.09070998810902266,0.0005074831748653752,4.063470740389708e-07,0.005078706529170822,-0.035405392604831346,-0.10588975595522931,0.08261603559754374
HighLife_L64_rho0.35,HighLife,64,0.35,25,1000,0.2552446900654768,0.21284231045690835,0.30119564327669207,-0.8122651972835014,-0.8946310261020537,-0.7286841801521445,0.0006187738218368377,8.627628394514144e-07,0.004311007249948541,0.0399931354066917,-0.08162176875383523,0.0900759892798158,5.860529788737079e-05,1.0102959511426593e-06,0.00454580054500438,0.012775646769031253,-0.0920981649791712,0.10650604578352679
HighLife_L64_rho0.35,HighLife,64,0.35,50,1000,0.21817852219988187,0.17892618524956,0.25781707709944596,-0.8052484243184653,-0.8924331509560611,-0.7146241772360236,4.435851642525801e-05,1.072568268201124e-06,0.003972137135313525,0.01148186383308537,-0.10138261512394123,0.10590265434163249,0.0011759454143048798,9.826477113561438e-07,0.0035970883273577286,-0.06117297189936214,-0.0941451259792939,0.09028299478925172
HighLife_L64_rho0.35,HighLife,64,0.35,100,1000,0.18056934977454964,0.14603242997310004,0.2223517547323821,-0.7806761446785176,-0.8783893324911006,-0.6828213229210247,0.0011637411971547884,1.1555635232390898e-06,0.004670618834767242,0.06267251112166913,-0.11457737480843154,0.10095549056518265,0.00031541520545519397,2.422860345524525e-06,0.004880697959301185,-0.03373152746076441,-0.11957907558069392,0.10754799961609504
HighLife_L64_rho0.35,HighLife,64,0.35,200,1000,0.17940055975496882,0.142395807343839,0.2213122211027084,-0.8155215656799719,-0.922649761293493,-0.7141946096813492,0.0004862306614470402,1.8720539011696239e-06,0.004492204256310633,0.042456552280256805,-0.11144822685833435,0.12565630737926775,0.00029647009424571547,1.4582355493730777e-06,0.0043506358945408245,0.03445114838096847,-0.12700274626042646,0.11616393265526892
